id,customer_state,customer_account_duration,customer_area_code,has_international_plan,has_voice_mail_plan,voice_mail_message_count,daytime_total_minutes,daytime_total_calls,daytime_total_charges,evening_total_minutes,evening_total_calls,evening_total_charges,nighttime_total_minutes,nighttime_total_calls,nighttime_total_charges,intl_total_minutes,intl_total_calls,intl_total_charges,customer_service_call_count,churn
986,NC,122.0,415,False,False,0.0,218.1,,36.5,313.2,59.0,27.89,339.5,67.0,,6.4,8.0,1.73,6.0,0
987,NJ,,area_code_415,1,False,,,91.0,15.37,,93.0,,,116.0,,10.1,2.0,2.73,4.0,1
988,AZ,100.0,area_code_415,No,False,0.0,186.3,152.0,31.41,383.2,115.0,30.38,179.9,88.0,7.93,15.2,5.0,4.1,2.0,0
989,RI,129.0,area_code_415,NO,False,,140.2,119.0,25.95,571.1,105.0,50.32,130.4,97.0,,13.1,,3.54,0.0,0
990,ND,131.0,area_408,No,True,,362.9,,54.29,397.5,85.0,30.36,257.1,124.0,10.49,5.2,5.0,,1.0,0
991,OR,175.0,,no,False,,390.1,104.0,63.71,321.1,86.0,26.33,84.0,105.0,,14.6,,3.94,2.0,0
992,MI,97.0,area_408,,True,32.0,417.3,129.0,,447.8,97.0,,191.5,,9.2,,7.0,,4.0,0
993,UNKNOWN,67.0,area_code_510,No,,20.0,244.9,40.0,42.54,199.3,,17.44,164.6,115.0,7.92,9.4,2.0,,,0
994,MT,64.0,area_code_415,False,False,0.0,132.4,105.0,22.67,106.1,114.0,,,,19.3,12.7,4.0,3.43,,1
995,TX,47.0,area_code_408,false,True,,109.6,70.0,18.6,413.2,106.0,,169.9,105.0,7.31,10.6,,2.86,0.0,0
996,VA,,area_code_408,FALSE,False,0.0,175.8,106.0,27.84,148.0,77.0,11.18,197.7,85.0,8.13,7.9,3.0,2.13,1.0,0
997,UNKNOWN,73.0,,0,False,0.0,173.5,115.0,33.63,,97.0,18.37,118.7,,5.87,,5.0,4.86,6.0,0
998,OR,148.0,area_code_415,false,False,0.0,88.9,134.0,13.95,261.5,92.0,19.93,485.1,91.0,20.92,11.3,4.0,,1.0,0
999,RI,56.0,area_code_415,FALSE,False,0.0,,,42.03,,118.0,,141.1,142.0,6.91,6.9,11.0,,1.0,0
1000,MO,6.0,,No,False,0.0,178.7,117.0,33.35,256.4,72.0,23.32,175.5,79.0,8.59,10.2,2.0,2.75,1.0,0
1001,KY,115.0,,false,False,0.0,,107.0,18.58,144.5,96.0,13.52,151.3,99.0,7.37,14.1,4.0,,2.0,0
1002,SC,,area_408,No,False,0.0,,106.0,36.21,,113.0,16.94,111.7,95.0,4.57,11.4,2.0,,2.0,0
1003,HI,50.0,area_code_408,false,True,,248.5,127.0,40.82,221.9,126.0,,300.7,116.0,13.64,9.9,,2.67,2.0,0
1004,DC,138.0,area_code_415,No,False,,173.6,87.0,29.81,115.8,116.0,10.33,187.7,,8.7,11.2,7.0,3.02,2.0,0
1005,UNKNOWN,111.0,area_code_408,no,False,,,117.0,,203.0,127.0,16.24,233.3,97.0,10.31,10.3,3.0,2.78,,0
1006,UNKNOWN,87.0,area_code_415,NO,False,,242.4,97.0,40.41,166.5,97.0,13.96,287.0,132.0,12.69,10.6,6.0,2.86,2.0,0
1007,UNKNOWN,,,True,False,,261.1,94.0,41.73,146.6,123.0,,215.5,94.0,9.0,11.1,4.0,,,0
1008,OH,137.0,area_code_408,No,False,0.0,,,24.48,414.9,100.0,36.0,126.3,93.0,,12.3,2.0,3.32,4.0,0
1009,DE,97.0,,NO,False,0.0,145.2,91.0,27.37,218.7,122.0,,244.6,,11.58,13.0,5.0,3.51,1.0,0
1010,UNKNOWN,100.0,510,no,False,,235.3,115.0,36.94,236.6,130.0,20.38,,119.0,5.69,8.1,2.0,,3.0,0
1011,OK,116.0,area_408,0,False,0.0,345.9,,,,116.0,15.53,186.3,134.0,7.92,6.3,4.0,1.7,,0
1012,NE,,,0,False,0.0,205.7,71.0,32.49,236.6,,20.73,,132.0,10.26,,2.0,,3.0,0
1013,MD,70.0,,,False,0.0,166.9,,27.45,348.6,102.0,27.51,225.9,76.0,9.76,15.0,,,1.0,0
1014,WI,,510,No,True,24.0,138.7,108.0,23.06,252.2,62.0,21.34,184.2,,8.16,6.4,4.0,1.73,2.0,0
1015,GA,111.0,area_code_415,No,False,0.0,,,23.87,,132.0,13.77,261.8,103.0,,16.8,7.0,,2.0,0
1016,UNKNOWN,,,NO,,0.0,103.3,103.0,17.91,140.6,,12.26,,,11.35,12.2,1.0,,1.0,0
1017,KS,110.0,area_code_415,True,,,270.8,103.0,,497.5,74.0,45.08,179.8,106.0,8.6,8.3,2.0,2.24,1.0,1
1018,UNKNOWN,33.0,,,False,0.0,368.6,100.0,61.81,168.1,104.0,13.07,189.0,,,,,3.51,,0
1019,NH,111.0,area_code_510,0,False,,206.9,,31.19,217.4,128.0,18.02,,101.0,8.96,9.3,11.0,2.51,0.0,0
1020,NC,149.0,area_code_510,No,False,,,115.0,35.1,207.1,,16.79,,,,,4.0,2.32,1.0,0
1021,WY,116.0,510,0,True,12.0,221.5,108.0,39.66,148.6,118.0,13.55,177.4,80.0,8.51,,6.0,2.43,2.0,0
1022,NV,124.0,area_code_415,NO,False,0.0,231.4,61.0,43.31,179.6,111.0,16.56,,117.0,25.0,10.4,6.0,2.81,,0
1023,UNKNOWN,96.0,area_code_408,0,False,0.0,,86.0,27.28,500.1,88.0,39.52,163.3,,,12.2,6.0,,4.0,0
1024,RI,127.0,area_code_510,0,False,0.0,210.3,62.0,39.26,227.1,143.0,21.87,226.4,66.0,11.2,15.6,3.0,4.21,2.0,0
1025,MO,147.0,415,1,False,0.0,156.4,79.0,,101.1,94.0,9.36,216.5,96.0,10.18,7.1,6.0,,0.0,0
1026,NJ,118.0,408,,False,0.0,172.5,81.0,28.21,177.9,119.0,14.45,250.2,109.0,10.52,10.8,2.0,,1.0,0
1027,UNKNOWN,,510,,False,,155.6,100.0,25.01,,99.0,13.47,429.4,,17.48,5.6,,1.51,1.0,0
1028,SD,,415,0,True,36.0,317.4,90.0,56.16,191.0,,18.16,183.0,,,14.2,2.0,3.83,1.0,0
1029,AL,107.0,area_code_408,No,False,,283.6,95.0,,108.4,85.0,9.08,201.2,87.0,9.08,13.2,3.0,3.56,1.0,0
1030,MD,116.0,area_code_510,true,True,,186.3,137.0,28.31,411.0,60.0,31.31,,121.0,12.59,6.9,5.0,1.86,4.0,0
1031,OK,,,0,False,0.0,92.6,118.0,14.59,470.2,79.0,40.19,173.8,93.0,7.32,13.5,11.0,3.65,5.0,1
1032,SC,89.0,area_code_415,0,False,0.0,,126.0,45.27,,108.0,15.93,140.8,121.0,5.77,11.1,,,1.0,0
1033,UNKNOWN,80.0,,false,False,0.0,213.6,,39.12,193.0,77.0,18.18,,119.0,10.27,,4.0,2.38,2.0,0
1034,TN,187.0,area_code_510,false,True,25.0,205.2,64.0,33.26,138.6,110.0,11.2,207.8,,,11.7,6.0,3.16,,0
1035,PA,,510,False,False,,237.3,113.0,38.71,191.1,81.0,17.37,155.8,107.0,7.05,12.4,6.0,3.35,4.0,0
1036,NJ,100.0,area_code_415,No,False,0.0,204.1,122.0,32.23,,,22.38,413.1,83.0,17.67,12.5,3.0,3.38,0.0,0
1037,RI,138.0,,1,False,,,61.0,53.22,,60.0,17.4,146.7,114.0,7.2,11.0,4.0,2.97,2.0,1
1038,OR,101.0,area_code_415,Yes,False,0.0,328.6,117.0,,,111.0,17.13,204.8,120.0,8.73,,1.0,2.62,3.0,1
1039,RI,79.0,area_code_415,,True,30.0,,96.0,72.2,151.7,128.0,13.91,397.9,99.0,19.69,9.7,5.0,,,0
1040,MA,61.0,area_code_415,,True,,236.4,110.0,37.78,,87.0,17.24,167.6,46.0,,12.1,4.0,,1.0,0
1041,DC,150.0,area_code_510,TRUE,False,0.0,118.2,,20.07,132.0,,,214.1,,10.11,,4.0,4.21,1.0,1
1042,UNKNOWN,,415,True,,0.0,,113.0,22.13,,122.0,22.06,249.3,,10.95,9.4,2.0,2.54,2.0,1
1043,HI,19.0,area_510,0,True,34.0,195.4,,35.75,233.3,118.0,,157.7,81.0,7.18,11.8,,3.19,,0
1044,NE,,area_code_408,False,False,0.0,150.7,74.0,25.34,,88.0,45.96,254.3,120.0,,6.6,5.0,1.78,3.0,0
1045,UNKNOWN,,area_code_415,False,False,,146.8,105.0,25.82,476.3,129.0,,,,,11.0,3.0,,1.0,0
1046,WY,124.0,area_415,0,False,,173.4,102.0,31.99,248.1,120.0,21.09,239.0,119.0,11.39,10.9,1.0,2.94,3.0,0
1047,NC,55.0,408,,False,0.0,226.7,115.0,37.42,,97.0,14.0,232.0,,10.55,9.7,4.0,2.62,1.0,0
1048,NC,135.0,area_510,No,True,,477.7,90.0,81.67,,65.0,12.91,263.1,,,,9.0,3.43,,0
1049,OR,51.0,area_code_510,False,False,0.0,50.7,,8.38,,104.0,18.61,223.6,118.0,9.74,10.4,4.0,,5.0,0
1050,MA,136.0,,YES,False,0.0,198.7,89.0,31.44,,96.0,16.65,287.2,84.0,,11.0,4.0,2.97,3.0,1
1051,UT,,area_code_510,False,False,0.0,,86.0,110.7,412.9,97.0,37.99,269.5,,12.94,14.8,4.0,,,1
1052,CT,,area_code_408,no,True,32.0,79.6,94.0,13.72,189.5,124.0,17.07,,,7.73,16.6,3.0,4.48,0.0,0
1053,MD,125.0,area_code_415,,False,0.0,218.4,102.0,36.27,141.2,87.0,11.59,199.1,105.0,8.49,8.0,2.0,2.16,,0
1054,UNKNOWN,79.0,,False,True,12.0,289.9,119.0,48.86,,96.0,41.73,197.3,,8.86,7.8,2.0,2.11,,0
1055,MN,,area_code_408,False,False,0.0,,,32.79,212.5,82.0,17.29,206.2,93.0,8.68,,3.0,2.21,,0
1056,NM,147.0,area_code_408,1,False,0.0,184.3,113.0,30.19,160.9,110.0,,111.3,,4.83,10.1,4.0,2.73,,0
1057,AL,74.0,area_408,no,True,,280.7,109.0,46.64,,,37.54,163.4,,,10.4,2.0,2.81,1.0,0
1058,IN,,area_code_408,False,False,0.0,235.3,108.0,37.29,,91.0,12.96,322.7,109.0,13.2,14.7,8.0,3.97,,0
1059,RI,143.0,area_code_408,NO,False,0.0,,72.0,31.21,,99.0,,155.3,109.0,7.56,10.5,6.0,,,1
1060,UNKNOWN,136.0,area_code_510,,False,0.0,214.5,63.0,,209.1,95.0,,225.6,119.0,10.36,,2.0,,0.0,0
1061,TN,129.0,area_code_408,0,False,0.0,103.3,,16.87,,116.0,20.72,158.2,107.0,6.94,,6.0,1.92,1.0,0
1062,IA,82.0,,NO,False,0.0,207.3,111.0,37.66,,88.0,26.26,186.4,115.0,,10.3,,2.78,0.0,0
1063,OK,,510,,,0.0,,73.0,53.65,220.6,120.0,16.95,267.9,102.0,11.5,,6.0,2.86,,1
1064,VT,126.0,area_code_415,False,False,,215.8,88.0,36.14,139.6,114.0,11.21,209.8,110.0,8.83,6.4,,1.73,0.0,0
1065,DE,,area_408,false,False,,,110.0,,302.0,115.0,28.42,226.5,,10.77,12.8,3.0,3.46,2.0,0
1066,ME,,,1,True,26.0,297.2,101.0,49.59,205.1,97.0,16.9,252.7,127.0,11.44,,7.0,3.73,4.0,1
1067,LA,79.0,,0,False,0.0,183.6,88.0,29.08,328.2,94.0,27.39,88.9,103.0,3.83,8.6,,2.32,3.0,0
1068,ID,92.0,area_415,No,True,23.0,,83.0,,517.7,129.0,,116.2,110.0,,11.2,3.0,,4.0,0
1069,NM,,,,False,0.0,,64.0,21.6,349.3,124.0,27.05,161.1,,6.9,14.8,5.0,4.0,0.0,0
1070,DE,57.0,510,NO,False,0.0,166.4,91.0,29.55,235.4,56.0,21.55,279.5,100.0,13.13,,3.0,2.57,2.0,0
1071,WA,63.0,area_408,0,False,0.0,,107.0,34.1,284.8,77.0,,199.9,108.0,,,7.0,2.0,0.0,0
1072,NJ,,510,no,,,325.5,104.0,53.95,262.8,84.0,20.93,247.9,112.0,10.43,7.4,8.0,2.0,0.0,0
1073,MO,,area_code_408,false,False,0.0,499.1,97.0,94.04,207.2,48.0,19.13,258.9,,12.34,6.0,3.0,1.62,3.0,1
1074,UNKNOWN,61.0,area_code_408,,True,,,78.0,18.18,,100.0,33.61,176.7,115.0,,,2.0,2.75,2.0,1
1075,WI,114.0,area_code_415,0,True,26.0,133.6,88.0,23.28,156.6,125.0,13.21,603.9,94.0,26.97,11.5,7.0,3.11,7.0,0
1076,DC,165.0,area_code_415,1,False,0.0,79.6,110.0,,,150.0,23.04,377.5,107.0,,,3.0,,,0
1077,AZ,165.0,area_code_408,,True,23.0,188.5,63.0,30.77,,62.0,13.99,,125.0,,8.7,,2.35,1.0,0
1078,UNKNOWN,,area_code_415,,False,0.0,,120.0,30.78,210.7,,16.94,167.9,89.0,7.51,14.1,3.0,3.81,3.0,0
1079,IL,179.0,510,No,False,0.0,,101.0,20.15,,99.0,35.72,,103.0,,11.6,5.0,3.13,0.0,0
1080,UNKNOWN,63.0,area_code_415,False,False,,113.2,95.0,19.49,204.5,67.0,18.29,228.0,96.0,10.43,,,3.0,,0
1081,ND,149.0,area_code_408,False,False,0.0,,80.0,27.44,,127.0,,184.8,102.0,7.79,9.7,2.0,2.62,2.0,0
1082,AR,63.0,510,False,True,49.0,,86.0,36.63,199.3,89.0,,168.9,139.0,7.71,8.2,5.0,2.21,0.0,0
1083,MD,,area_code_415,No,,0.0,330.0,,54.08,160.2,78.0,12.93,177.8,,7.54,9.6,,2.59,1.0,0
1084,OK,117.0,area_415,No,False,0.0,,,,,83.0,,201.7,104.0,8.65,7.7,3.0,2.08,1.0,0
1085,NV,,area_code_415,False,,,207.5,130.0,36.4,211.4,105.0,20.25,103.4,113.0,5.03,12.6,,,1.0,0
1086,NV,,area_415,NO,,44.0,148.0,95.0,28.08,283.7,73.0,25.4,,121.0,,10.0,1.0,2.7,2.0,0
1087,MO,36.0,area_code_408,false,False,0.0,357.3,,66.26,222.2,87.0,20.4,300.4,102.0,,,6.0,2.92,,0
1088,CO,130.0,area_code_408,,False,0.0,277.1,129.0,49.17,249.9,128.0,21.45,211.3,91.0,10.05,8.7,2.0,,4.0,1
1089,TX,65.0,area_code_415,No,False,0.0,149.3,98.0,23.8,,96.0,,196.3,104.0,8.79,9.3,2.0,,,1
1090,DC,78.0,area_code_415,TRUE,,,207.8,107.0,37.01,,98.0,15.68,175.7,80.0,8.25,16.6,5.0,4.48,2.0,1
1091,AL,115.0,area_415,0,False,0.0,278.8,112.0,44.65,135.7,94.0,,187.4,106.0,8.23,,7.0,3.94,1.0,0
1092,CO,128.0,area_code_510,0,False,0.0,,86.0,36.05,205.5,102.0,17.62,303.9,82.0,14.28,14.3,2.0,3.86,4.0,0
1093,AR,,area_code_408,No,True,24.0,138.7,58.0,23.84,521.3,110.0,44.13,248.8,,11.41,,,3.0,,0
1094,WA,31.0,area_code_415,0,,,,67.0,33.16,109.6,72.0,8.83,,112.0,12.51,11.5,6.0,,4.0,0
1095,DC,55.0,area_510,,False,,101.9,77.0,18.55,130.5,,10.8,98.5,92.0,4.46,12.9,3.0,3.48,0.0,0
1096,MD,136.0,415,,False,,253.4,,40.71,169.8,81.0,13.54,252.8,110.0,10.6,10.7,3.0,,2.0,0
1097,KY,,area_code_408,No,False,0.0,188.8,115.0,35.71,,108.0,38.37,402.1,,,,3.0,,2.0,0
1098,DE,29.0,,false,False,0.0,172.8,109.0,29.29,509.9,88.0,44.21,382.9,,,10.4,,2.81,1.0,0
1099,UNKNOWN,83.0,,0,True,31.0,316.9,87.0,59.78,,110.0,34.78,172.0,40.0,8.28,14.3,6.0,3.86,1.0,0
1100,WI,85.0,area_code_408,,False,0.0,167.1,107.0,28.08,200.2,126.0,16.64,,110.0,15.69,,,2.59,2.0,0
1101,FL,58.0,area_code_510,No,False,0.0,244.6,89.0,36.96,112.2,131.0,8.41,176.3,122.0,7.43,9.9,6.0,,,0
1102,DC,,area_code_408,No,True,,212.0,95.0,38.28,249.8,95.0,,200.1,102.0,9.41,5.6,5.0,1.51,4.0,0
1103,UNKNOWN,46.0,,0,False,0.0,163.7,105.0,24.44,191.5,,14.49,231.8,96.0,9.37,11.8,3.0,3.19,1.0,0
1104,LA,179.0,area_code_408,No,False,,207.8,92.0,36.45,154.6,125.0,12.42,,104.0,,6.1,5.0,1.65,0.0,0
1105,CO,119.0,408,0,False,0.0,127.8,68.0,22.48,,88.0,,156.4,93.0,,,,,0.0,0
1106,WY,115.0,area_415,YES,True,6.0,310.1,125.0,52.78,155.4,100.0,,245.1,96.0,11.84,10.1,3.0,,1.0,0
1107,MN,59.0,area_code_415,FALSE,,0.0,220.0,,,308.0,,23.89,,124.0,10.63,11.4,5.0,,,0
1108,SC,,area_code_415,0,False,0.0,126.5,85.0,19.81,386.5,,,463.0,,19.01,10.5,4.0,2.84,4.0,0
1109,OK,105.0,area_code_510,1,True,28.0,152.6,89.0,,295.3,114.0,24.88,168.5,95.0,,14.7,3.0,3.97,0.0,1
1110,NE,,area_408,FALSE,False,0.0,,77.0,44.01,289.4,126.0,24.47,101.8,,4.46,13.4,3.0,3.62,1.0,0
1111,NV,48.0,408,no,False,0.0,249.5,114.0,45.75,,110.0,29.35,348.9,107.0,17.39,,3.0,1.92,,0
1112,VT,72.0,area_code_415,,,0.0,132.9,117.0,22.35,236.3,,17.87,243.4,,10.19,12.7,4.0,3.43,2.0,0
1113,MS,115.0,area_code_415,False,False,,176.0,111.0,27.97,236.1,98.0,19.84,208.7,,9.14,15.6,2.0,,1.0,0
1114,WA,62.0,area_code_415,1,,0.0,182.8,,29.13,142.4,,10.82,180.1,74.0,7.64,8.6,2.0,2.32,3.0,1
1115,IA,130.0,area_code_415,0,,0.0,,119.0,26.03,,99.0,19.94,188.0,76.0,8.53,,4.0,3.32,,0
1116,MO,90.0,area_code_408,1,False,,215.1,87.0,37.63,,87.0,,144.7,95.0,7.02,,5.0,1.19,,0
1117,MN,30.0,area_code_408,no,False,0.0,,81.0,18.38,235.4,68.0,17.56,187.0,122.0,7.79,11.3,7.0,3.05,6.0,1
1118,IA,,area_code_415,,False,0.0,201.3,98.0,35.7,292.8,82.0,25.33,43.5,121.0,2.01,10.6,4.0,2.86,1.0,0
1119,NJ,48.0,area_code_510,No,True,22.0,144.3,63.0,24.03,264.2,131.0,20.46,260.0,109.0,,,5.0,4.24,,1
1120,AR,98.0,,,False,0.0,428.1,116.0,69.2,317.9,103.0,26.07,,102.0,5.29,4.7,4.0,,,1
1121,UNKNOWN,36.0,,1,True,19.0,167.5,,30.69,,111.0,17.71,444.6,76.0,21.0,10.5,1.0,2.84,,1
1122,NC,,area_code_510,False,False,0.0,115.0,95.0,18.99,,108.0,,,78.0,11.69,13.9,,,,1
1123,IA,158.0,area_code_415,0,False,,156.3,106.0,27.34,,114.0,25.3,242.3,89.0,11.04,,4.0,2.46,,0
1124,NJ,136.0,,0,True,27.0,,84.0,58.6,482.0,147.0,39.07,147.3,110.0,,10.0,4.0,2.7,,0
1125,AL,48.0,area_code_408,0,False,0.0,51.7,60.0,8.73,,,11.08,,85.0,,12.3,2.0,3.32,,0
1126,ID,69.0,area_code_510,,False,0.0,,121.0,,182.3,92.0,15.15,265.0,,11.18,,4.0,3.0,,1
1127,SD,,area_code_408,False,True,20.0,226.4,126.0,38.84,,102.0,,186.4,,9.1,10.6,,2.86,4.0,0
1128,NY,116.0,,False,False,0.0,89.3,128.0,15.48,185.3,137.0,15.63,197.2,94.0,,14.0,3.0,3.78,,0
1129,OH,93.0,area_code_415,0,,,145.3,90.0,25.89,280.5,102.0,22.74,266.1,,12.01,11.3,5.0,,,0
1130,WV,82.0,,0,False,,198.9,96.0,36.39,464.8,105.0,42.2,213.8,123.0,10.32,10.1,3.0,,4.0,0
1131,MO,,,TRUE,True,,154.2,110.0,28.94,178.8,120.0,15.5,140.4,82.0,6.79,11.9,5.0,3.21,6.0,0
1132,AZ,97.0,,No,False,0.0,96.8,74.0,16.8,445.8,88.0,36.26,207.1,79.0,9.2,12.6,,3.4,,0
1133,UNKNOWN,72.0,area_code_415,0,False,0.0,187.8,147.0,,,121.0,20.22,111.6,125.0,,13.1,4.0,,0.0,0
1134,ID,73.0,area_code_408,0,False,0.0,354.8,,55.51,,154.0,17.84,232.3,151.0,10.01,11.2,2.0,3.02,1.0,0
1135,DE,79.0,415,,False,,329.3,124.0,62.1,198.2,91.0,18.25,249.6,110.0,12.06,15.1,2.0,4.08,1.0,0
1136,DE,,area_code_408,no,False,0.0,,82.0,73.68,,124.0,44.21,196.1,,9.24,10.5,3.0,2.84,3.0,1
1137,NY,31.0,area_code_408,no,True,28.0,177.1,116.0,29.7,245.0,125.0,20.8,,,11.24,10.6,7.0,2.86,,0
1138,VT,93.0,area_code_415,0,,37.0,232.1,95.0,,156.9,89.0,12.42,181.0,90.0,7.58,10.4,,,3.0,0
1139,CO,57.0,area_415,0,,0.0,83.7,92.0,15.53,186.6,127.0,,235.9,93.0,11.09,10.1,2.0,,4.0,0
1140,AK,121.0,,FALSE,False,0.0,185.4,116.0,32.14,192.7,112.0,17.53,,95.0,,10.1,5.0,2.73,2.0,0
1141,WV,133.0,area_code_510,False,,0.0,,92.0,,,97.0,16.82,199.9,,9.35,6.5,3.0,1.76,7.0,0
1142,NM,,area_code_510,NO,False,0.0,,120.0,24.66,211.8,85.0,16.43,,105.0,11.59,11.0,3.0,,2.0,0
1143,UNKNOWN,105.0,area_510,False,False,0.0,124.1,116.0,21.72,,95.0,22.65,246.6,,11.07,11.4,9.0,3.08,2.0,0
1144,UNKNOWN,106.0,area_415,No,False,0.0,200.5,91.0,32.87,424.8,109.0,35.35,191.6,143.0,8.03,14.4,7.0,3.89,4.0,0
1145,DE,73.0,area_code_415,False,False,0.0,,85.0,,,80.0,12.83,348.4,102.0,16.84,15.0,7.0,,2.0,0
1146,VT,182.0,area_code_415,False,False,,164.6,87.0,25.61,236.4,101.0,18.36,186.0,96.0,7.84,8.7,11.0,2.35,,0
1147,MS,72.0,area_code_510,,False,,173.5,76.0,28.27,212.6,126.0,17.83,200.6,132.0,8.9,12.0,3.0,3.24,6.0,0
1148,MI,,area_code_510,FALSE,,,,101.0,24.73,172.9,,15.84,148.6,91.0,7.02,,3.0,2.94,2.0,0
1149,OK,,area_408,,False,,183.1,83.0,30.52,200.7,81.0,16.38,451.4,79.0,19.14,8.8,1.0,2.38,,0
1150,UT,36.0,area_code_415,No,,16.0,150.2,111.0,,126.5,113.0,12.16,132.0,87.0,6.48,,2.0,1.81,5.0,0
1151,NM,148.0,area_code_408,No,False,0.0,,148.0,45.41,,87.0,21.53,224.0,99.0,9.81,9.8,3.0,2.65,2.0,0
1152,TX,150.0,408,False,True,24.0,,157.0,35.21,,,27.3,196.2,,8.75,9.7,1.0,2.62,,0
1153,VA,,area_code_510,NO,True,28.0,114.9,94.0,16.88,,76.0,10.86,240.0,87.0,,6.4,3.0,1.73,2.0,0
1154,MT,95.0,area_code_510,0,False,0.0,165.0,88.0,27.04,389.7,,35.56,190.7,115.0,8.79,12.3,,3.32,3.0,0
1155,MO,42.0,,,False,0.0,175.6,98.0,33.52,430.6,93.0,37.4,278.1,91.0,13.42,,3.0,2.38,2.0,0
1156,MI,,area_code_415,TRUE,True,18.0,292.4,,54.34,246.8,114.0,22.38,232.0,115.0,,11.2,5.0,,2.0,0
1157,HI,64.0,area_code_415,0,False,,,147.0,33.63,,87.0,,482.1,,,5.5,,,,0
1158,MO,109.0,415,False,False,0.0,206.8,72.0,36.35,456.2,120.0,42.75,,68.0,11.35,11.9,5.0,3.21,0.0,0
1159,ME,78.0,,FALSE,False,0.0,,105.0,35.8,,77.0,21.16,200.1,129.0,8.94,,2.0,2.51,,0
1160,MO,178.0,,0,True,32.0,144.3,95.0,27.02,333.9,55.0,30.99,188.4,,8.99,10.4,7.0,2.81,6.0,1
1161,KS,,area_code_415,no,False,0.0,,100.0,40.32,159.2,113.0,14.66,230.1,,11.26,,4.0,,2.0,0
1162,UNKNOWN,120.0,area_code_415,FALSE,False,0.0,145.6,85.0,27.28,,128.0,10.78,232.8,123.0,11.17,6.4,2.0,,4.0,0
1163,TN,72.0,,NO,False,0.0,141.8,79.0,24.46,157.7,103.0,13.51,162.4,80.0,,10.5,,2.84,,0
1164,UNKNOWN,98.0,area_408,0,True,,89.4,87.0,,230.0,,18.88,244.4,,,11.0,4.0,2.97,1.0,0
1165,MI,,area_code_510,TRUE,True,22.0,,119.0,37.29,,133.0,20.26,267.3,94.0,12.79,13.9,20.0,3.75,1.0,1
1166,UNKNOWN,78.0,,no,False,0.0,187.5,99.0,32.88,116.7,,9.94,240.9,109.0,10.95,,4.0,2.51,2.0,0
1167,NY,77.0,415,,True,33.0,141.1,101.0,24.72,479.6,102.0,39.65,,,,,4.0,4.13,5.0,1
1168,KY,108.0,,False,True,,163.0,136.0,31.65,,101.0,,211.3,,,,7.0,,,0
1169,UNKNOWN,,area_code_408,No,False,0.0,190.9,,30.19,217.4,,18.16,159.5,,,,5.0,2.3,1.0,0
1170,UNKNOWN,78.0,415,Yes,True,,356.7,102.0,57.77,,105.0,16.7,105.9,93.0,,11.2,,3.02,4.0,0
1171,MN,,area_510,yes,False,0.0,125.8,110.0,19.06,209.6,100.0,17.2,,,7.43,,2.0,2.92,2.0,1
1172,MS,78.0,area_code_510,,False,0.0,,,69.16,,134.0,,187.5,95.0,8.47,0.0,,,,0
1173,DE,31.0,area_code_408,0,False,0.0,,120.0,41.0,,79.0,15.42,240.6,102.0,11.54,11.0,4.0,,3.0,0
1174,VT,83.0,area_510,NO,True,37.0,132.6,117.0,21.27,167.2,89.0,13.69,219.9,92.0,9.22,10.9,,2.94,3.0,0
1175,ID,82.0,area_code_510,False,True,34.0,239.2,121.0,37.2,,115.0,12.25,289.6,77.0,12.14,4.7,3.0,1.27,3.0,0
1176,AZ,127.0,,false,True,,137.4,,22.68,306.9,,25.21,161.4,116.0,7.19,,2.0,,5.0,0
1177,NV,94.0,,0,,0.0,23.8,108.0,4.35,159.2,95.0,14.07,145.6,,7.08,7.5,5.0,2.03,6.0,0
1178,UNKNOWN,103.0,area_415,No,False,0.0,233.2,,41.77,139.5,,11.73,189.2,73.0,8.75,9.9,7.0,2.67,1.0,0
1179,IN,122.0,,0,,,,98.0,83.77,,72.0,6.49,179.7,,7.37,13.7,8.0,3.7,4.0,0
1180,NC,103.0,area_code_415,FALSE,False,0.0,270.9,118.0,44.6,,69.0,,214.6,112.0,9.62,10.3,2.0,2.78,0.0,0
1181,KY,73.0,area_code_408,NO,False,0.0,94.4,121.0,17.68,,83.0,40.56,175.4,86.0,8.64,14.2,2.0,,2.0,0
1182,WA,45.0,area_code_415,0,False,,128.0,116.0,21.74,,108.0,25.58,382.0,130.0,16.1,,15.0,3.0,,0
1183,DE,142.0,area_code_408,0,False,,558.6,133.0,95.78,233.4,74.0,,242.5,127.0,11.47,7.4,5.0,2.0,2.0,0
1184,UNKNOWN,137.0,area_code_510,False,False,,203.5,122.0,37.39,135.4,102.0,11.59,192.1,84.0,9.32,,,2.38,,0
1185,NJ,53.0,area_code_408,FALSE,False,0.0,239.3,,36.15,139.0,123.0,,227.1,124.0,9.51,10.1,2.0,,,1
1186,KS,,,FALSE,False,0.0,,91.0,39.72,551.3,74.0,49.37,230.6,99.0,10.96,9.6,3.0,,,0
1187,UNKNOWN,117.0,,No,True,31.0,109.7,115.0,17.06,237.8,125.0,,264.0,104.0,,,6.0,2.08,4.0,0
1188,UNKNOWN,59.0,area_415,,True,46.0,,44.0,34.18,,78.0,24.12,306.6,123.0,14.07,10.6,5.0,2.86,1.0,0
1189,UNKNOWN,103.0,510,1,False,,167.5,78.0,27.76,150.3,86.0,11.68,160.3,106.0,6.76,6.8,,,3.0,0
