ID,Post description
4187,"Jadi bagaimana menanggapinya ?? Mengingat wujudnya NF bagi orang yang awam hampir 11-12 mirip dan pernah terjadi di luar negeri sana orang dengan NF mengalami kasus pelecehan, dituduh mengenai akan hal ini. - Semoga di Indonesia ga mengalami akan hal ini yaa... -
. 
Jauh sebelum kasus Monkeypox ada, kita sering kali di tanya oleh beberapa orang ""itu kenapa??, sakit ga??, nular ga???,dll"". Sama hal nya dengan kasus ini. Cukup jelaskan sepengetahuan yang kita miliki tentang NF ini.
.
Yang mana orang yang lahir dengan Neurofibromatosis (NF) ini adalah karena  kondisi genetik yang menyebabkan tumor tumbuh pada saraf di seluruh tubuh.
.
Kadang-kadang tumor ini hadir di ujung saraf pada kulit, dan dapat muncul sebagai benjolan yang disebut neurofibroma kulit, atau dermal. Mereka dianggap tumor (pertumbuhan), tetapi juga jinak (non-ganas). Orang yang hidup dengan 'benjolan' NF ini tidak menular.
.
Malahan sebaliknya, monkeypox adalah kondisi virus yang terkadang menyebabkan ruam dan benjolan kemerahan pada kulit. Itu tidak terlihat seperti NF, tidak terkait dengan NF, dan bukan NF.
. 
Bahkan kasus Monkeypox sendiri sudah sempat viral setahunan lalu di luar negeri sana. Bahkan penyitas NF seperti kami diluar negeri sana sempat mengalami diskriminasi tentang hal ini.
.
Dan yg jelas ga' semua bumps/benjolan itu sama. NF tidak sama dengan monkeypox.
. 
. 
#PejuangNF #NF_INDONESIA #neurofibroma #neurofibromatosis #nftype1 #NFtype2 #raredisease #monkeypox #healthy #indonesia #jakarta #bandung #yogyakarta #surabaya #terlahirberbeda"
677,"Hah? Kasus Monkeypox sudah ditemukan di Indonesia??

Beberapa waktu lalu Kemenkes menyatakan bahwa terdapat satu warga di Jawa Tengah yang masuk dalam kategori Monkeypox atau cacar monyet.

Tetap waspada dan terapkan pola hidup bersih dan sehat ya untuk mencegah penularan cacar monyet. Jangan lupa share dan save postingan ini untuk menyebarkan kewaspadaan tentang Monkeypox!

#monkeypox #cacarmonyet #jateng #cacar #cacarair #suspekmonkeypox #infosehat #infokesehatan #tipssehat #tipskesehatan #ApotekK24 #K24 #apotek #K24ApoteknyaIndonesia #SobatSehat"
139,"Organisasi Kesehatan Dunia (WHO) telah menentapkan status virus cacar monyet (monkeypox) menjadi darurat kesehatan global. Pasalnya, virus ini sudah tersebar secara global dalam 78 negara.

Menteri Kesehatan Budi Gunadi Sadikin menyatakan bahwa monkeypox belum.terdeteksi di Indonesia. Namun, ia meminta masyarakat tetap waspada karena monkeypox baru bisa menular setelah ada gejala dari penderita.

“Ini (monkeypox) baru menular jika gejalanya sudah terlihat,” kata Budi, Kamis (28/7/2022).

Selengkapnya di tvrinews.com

#tvrinews #mediapemersatubangsa #tvrinasional #tvri #kemenkes #who #monkeypox #cacarmonyet"
3338,"Kemenkes sudah memesan 2000 vaksin cacar monyet untuk Indonesia. 1000 vaksin akan datang di akhir Oktober 2022 dan 1000 sisanya menyusul. Vaksinasi akan diprioritaskan untuk orang yang kontak erat dengan pasien cacar monyet atau dengan hewan yang berpotensi terinfeksi.⁠
⁠
Simak selengkapnya dengan klik link di bio, atau download aplikasi kumparan di App Store dan Google Play.⁠
⁠
#kumparanMOM #MomsUpdate #Monkeypox #CacarMonyet #Vaksin"
610,"Hah? Kasus Monkeypox sudah ditemukan di Indonesia??

Beberapa waktu lalu Kemenkes menyatakan bahwa terdapat satu warga di Jawa Tengah yang masuk dalam kategori Monkeypox atau cacar monyet.

Tetap waspada dan terapkan pola hidup bersih dan sehat ya Sobat untuk mencegah penularan cacar monyet. Jangan lupa share dan save postingan ini untuk menyebarkan kewaspadaan tentang Monkeypox!

#monkeypox #cacarmonyet #jateng #cacar #cacarair #suspekmonkeypox #infosehat #infokesehatan #tipssehat #tipskesehatan #ApotekK24 #K24 #apotek #K24ApoteknyaIndonesia #SobatSehat #K245Agustus22 #K24East5Agustus22"
1302,"‼️‼️ BREAKING NEWS ‼️‼️

Kementerian Kesehatan RI (Kemenkes) mengonfirmasi kasus pertama cacar monyet di Indonesia. Pasien tersebut berusia 27 tahun dan saat ini tengah menjalani perawatan.
.
. 
""Hari ini pasiennya ada satu yang terkonfirmasi dari DKI Jakarta, laki-kali. Dapat laporan pemeriksaan PCR tadi malam,"" kata juru bicara Kemenkes dr Mohammad Syahril dalam konferensi pers, Sabtu (20/8/2022).
.
.
Tetap waspada dengan selalu menerapkan perilaku hidup bersih dan sehat (PHBS) dimanapun berada dan berdoa semoga kasusnya tidak meluas di Indonesia 🙏🙏
.
.
© Perdoski.id
.
.
.
#pkmbanyumas #dinaskesehatankabupatenbanyumas #germas #Monkeypox #prokes #phbs"
5623,"Pemeriksaan suhu badan dan pengawasan lebih ketat, mulai 23 Ogos, akan dilaksana di lapangan terbang Changi dan Seletar serta di pusat pemeriksaan laut untuk mengesan pelawat yang dijangkiti mpox atau cacar monyet.
(Foto Fail)

Link di bio.
#sgnews #beritasingapura #mpox #monkeypox"
5417,"Setelah pandemi, masalah kesehatan di tahun 2023 masih terancam oleh munculnya beberapa penyakit maupun varian Covid-19 yang baru, berikut adalah rangkuman beberapa isu krusial yang menjadi tantangan untuk tahun 2024.

Semoga masalah kesehatan di tahun 2023 dapat segera terselesaikan di tahun 2024 agar masyarakat pulih demi masa depan yang lebih sehat.

#LaporSehat #WargaBerdaya #Covid19 #Pneumonia #Monkeypox #Wolbachia"
1850,"Masih bingung membedakan cacar monyet dengan cacar air? Yuk simak postingan ini!

Meskipun sekilas keduanya tampak mirip, namun cacar monyet dan cacar air merupakan dua jenis penyakit yang berbeda lho.
Cek info selengkapnya ya Sobat Sehat! Jangan lupa save postingan ini dan share ke orang-orang di sekitarmu agar lebih aware dengan penyakit Monkeypox atau cacar monyet.

Selalu jaga kesehatan dan disiplin dengan prokes ya Sobat Sehat! Pakai masker, rajin cuci tangan dengan air dan sabun atau gunakan hand sanitizer, jaga jarak, hindari kerumunan, dan kurangi mobilitas.
Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Lengkap 24 jam!

#monkeypox #cacarmonyet #cacar #cacarair #suspekmonkeypox #infosehat #infokesehatan #tipssehat #tipskesehatan #ApotekK24 #K24 #apotek #K24ApoteknyaIndonesia #SobatSehat #K2423Agustus22 #K24Central23Agustus22"
1733,"Masih bingung membedakan cacar monyet dengan cacar air? Yuk simak postingan ini!

Meskipun sekilas keduanya tampak mirip, namun cacar monyet dan cacar air merupakan dua jenis penyakit yang berbeda lho.
Cek info selengkapnya ya Sobat Sehat! Jangan lupa save postingan ini dan share ke orang-orang di sekitarmu agar lebih aware dengan penyakit Monkeypox atau cacar monyet.

Selalu jaga kesehatan dan disiplin dengan prokes ya Sobat Sehat! Pakai masker, rajin cuci tangan dengan air dan sabun atau gunakan hand sanitizer, jaga jarak, hindari kerumunan, dan kurangi mobilitas.
Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Lengkap 24 jam!

#monkeypox #cacarmonyet #cacar #cacarair #suspekmonkeypox #infosehat #infokesehatan #tipssehat #tipskesehatan #ApotekK24 #K24 #apotek #K24ApoteknyaIndonesia #SobatSehat #K2423Agustus22 #K24West23Agustus22"
2556,"Kementerian Kesehatan (Kemenkes) memastikan satu warga Indonesia sudah terkonfirmasi menderita monkeypox (cacar monyet).

Penderita monkeypox ini adalah seorang laki-laki, sebelum tertular pria ini mempunyai riwayat perjalan ke Belanda, Swiss, Belgia dan Perancis.

Bentuk kewaspadaan Kemenkes saat ini yaitu melakukan pemantauan intensif di seluruh pintu masuk Indonesia mulai dari laut, udara, hingga darat, terutama pada negara yang sudah melaporkan adanya kasus monkeypox.

Sumber @kominfodiy

#MonkeyPox
#CacarMonyet
#KasusCacarMonyet
#JogjaIstimewa
#KominfoDIY"
1245,"Halo sahabat Hermina, apa sahabat belakangan ini merasakan tubuh yang mudah lelah dan lemas ? Mungkin bisa terjadi karena beberapa hal dibawah ini

1. Kualitas tidur yang kurang baik.
2. Banyak pikiran.
3. Mengkonsumsi kafein secara berlebihan.
4. Terlalu banyak paparan cahaya dari gadget.
5. Jarang berolahraga.

Nah sahabat Hermina yuk kita perbaiki pola hidup lebih sehat agar badan lebih fit dan bertenaga serta menjalankan aktivitas dengan penuh semangat

Tetap setia dan selalu pantengin terus ig @rsuherminasamarinda
Karena akan selalu ada info menarik serta penting bagi Sahabat Hermina✨☺️
Jaga kesehatan, selalu utamakan keselamatan dimanapun anda berada.
Sehat selalu bersama Hermina.

Untuk Cek Jadwal dan Membuat janji dengan Dokter Anda di RS Hermina Samarinda, anda dapat dengan mudah melakukannya yaitu melalui :

- Website Kami (link ada di Bio )
- Mobile App : Halo Hermina
- Call Center 1500 488

#HerminaHospitals
#Herminasamarinda
#tenangdihermina
#Herminalebihdekat
#cacarmonyet
#monkeypox
#RumahSakitTraumaCenter
#RSTraumaCenter
#rumahsakitsamarinda
#samarinda
#bubuhansamarinda
#tipssehat
#tubuhlelah"
431,"WASPADAI CACAR MONYET

Pakar kesehatan sekaligus Ketua Satuan Tugas COVID-19 Ikatan Dokter Indonesia (IDI) Prof Zubairi Djoerban menyatakan bahwa pemerintah Indonesia harus siaga akan penyebaran penyakit tersebut.

Menyusul pernyataan WHO bahwa wabah cacar monyet atau monkeypox sebagai darurat kesehatan global, maka Indonesia perlu siap siaga.

For more info , please contact :

Customer Service : 0811 820 206
HALO BRAWIJAYA HOSPITAL : 150160
BRAWIJAYA MOBILE
(download our App : from the link on the BIO or get it on Google Play)
www.brawijayahospital.com

#brawijaya #brawijayahospital #brawijayahealthcare #brawijayaclinic #cacarmonyet #monkeypox"
2963,"#Repost  @dit.promkes Hi Healthies,

Pasien monkeypox pertama di Indonesia telah dikonfirmasi dan mendapatkan perawatan dari petugas kesehatan. Tidak perlu panik dan khawatir karena daya tular dan fatalitas cacar monyet sangat rendah dibandingkan dengan Covid-19.  Selalu terapkan Perilaku Hidup Bersih dan Sehat (PHBS) dan disiplin protokol kesehatan.

Yuk, ketahui informasi monkeypox lebih lengkap pada video berikut ini.
#monkeypox #promkes #germas"
2127,"Penyakit cacar monyet atau monkeypox terindikasi sudah masuk ke indoneaia.
 
Yuk kenali lebih dalam dan cara pencegahanya agar kita dapat terhindar dari virus tsb.

#monkeypox #alatkesehatan #alkes #alkesjakarta #disposablefacemask #disposablegloves #outfit #surgicalfacemask #trasti #trastiprotek #duckbill #facemaskduckbill #3plyfacemasks"
5996,"Jakarta (Lampost.co)— Pemerintah Provinsi DKI Jakarta melaporkan bahwa terdapat 59 kasus terkonfirmasi cacar monyet (Monkeypox/Mpox) di Jakarta dari 13 Oktober 2023 hingga 19 Agustus 2024.

Kepala Dinas Kesehatan DKI Jakarta, Ani Ruspitawati, mengungkapkan bahwa pada tahun 2024, terdapat 11 kasus Mpox yang tersebar di delapan kecamatan di Jakarta. Secara terperinci, pada Januari 2024 tercatat enam kasus, kemudian tiga kasus pada Februari 2024, dan masing-masing satu kasus terjadi di luar Jakarta pada Mei dan Juni.

Ani menambahkan bahwa Pemprov DKI Jakarta tetap melaksanakan upaya pencegahan, termasuk promosi kesehatan mengenai pencegahan dan penularan Mpox. Serta pelaporan kasus melalui rumah sakit dan Puskesmas. Selain itu, melakukan studi kasus kontrol untuk memberikan rekomendasi penanganan.

Hasil studi menunjukkan bahwa kelompok yang rentan terhadap penularan Mpox adalah pria berusia 20-40 tahun yang bekerja di luar rumah. Memiliki orientasi seksual homoseksual atau biseksual, serta pasien HIV atau IMS.

#mpox #monkeypox #cacarmonyet #kesehatan #penularanpenyakit #homoseksual #lampungpost #lampost #lampostco"
2962,"Hallo Sahabat Livasya, apakah cacar air sama dengan cacar monyet ? Yukk ketahui faktanya dengan slide postingan berikut - 

Info lebih lanjut
Fb : Livasya
Instagram : @rsialivasya
YouTube : Rsia Livasya
Email : rsialivasya@gmail.com
Alamat : jln Raya timur III Dawuan kec. Dawuan kab. Majalengka,Jawa Barat 45453
☎ (0233) 662273
📱0812-2203-4905 (tlpn dan WhatsApp)

#rsialivasya #rsiamajalengka #edukasikesehatan #kontenedukasi  #monkeypox #jagakesehatan #bpjskesehatan #rsu #majalengka #jaga #kesehatan #dokteranak #spesialis #infolivasya #edukasilivasya"
2179,"Ditengah-tengah menurunnya angka penderita covid-19 di seluruh dunia dan dengan harapan pandemi ini segera berlalu, WHO kembali menerima laporan tentang adanya kasus penyakit cacar monyet (monkeypox) dari negara non endemis. 

Saat ini cacar monyet dilaporkan telah meluas ke 12 negara non endemis yang berada di 3 regional WHO, yaitu regional Eropa, Amerika, dan Western Pacific. 

Hal ini tentu saja membuat para pemangku kebijakan di bidang Kesehatan di seluruh dunia menjadi waspada, begitu pula masyarakat umum mulai banyak yang bertanya-tanya tentang penyakit ini.

Lalu bagaimana cara mencegahnya?

Yuk simak kangsung postingan Mamasewa ⬆️ ini Mam. Jangan lupa untuk Save dan Share ke para Mama Hebat lainnya ya 😉

Mamasewa
Solusi Hemat untuk Mama Hebat

#mamasewainaja 
#monkeypox 
#cacarmonyet"
1936,"#INFOBBLKMAKASSAR

Kementerian Kesehatan mengumumkan satu kasus konfirmasi positif cacar monyet di Indonesia. Pasien berusia 27 tahun, asal Jakarta yang baru saja berpergian dari luar negeri.

""Hari ini ada satu terkonfirmasi dari Jakarta, baru satu berusia 27 tahun, dapat laporan pemeriksaan PCR tadi malam,"" ujar Juru Bicara Kemenkes, Mohammad Syahril saat konferensi pers, Sabtu (20/8/2022).

Menurut Syahril, pasien tersebut mengalami gejala demam pada 14 Agustus 2022. Selain mengalami demam, pasien juga mengalami pembengkakan kelenjar di leher, dan mengalami ruam di tangan, kaki, leher, wajah dan di area genital.

""Saat ini keadaan pasien baik-baik saja, atau gejala ringan, pasien tidak perlu dirawat cukup isoman di rumah,"" ujar Syahril.

Kasus konfirmasi cacar monyet ini merupakan kasus ke-23 yang diperiksa Kemenkes. Sebelumnya sebanyak 22 kasus suspek atau dicurigai hingga discard atau disingkirkan karena negatif tes PCR cacar monyet.

Sumber: Katadatacoid

#bblkmakassar #cacarmonyet #monkeypox #kemenkes #cacarmonyetindonesia #katadatacoid"
547,"Tetap jaga kesehatan dan kebersihan diri, keluarga serta lingkungan 😀👍

#cacarmonyet #monkeypox #cacar #kesehatan #kesehatankeluarga #HarapanJaya #harapanayahbundacisoka #HarapanAyahBunda #Tangerang #cisoka #sepatan #indonesia"
7160,"Mpox merupakan penyakit yang disebabkan oleh Monkeypoxvirus (MPXV). Sejak Juli 2024 Mpox kembali menjadi perhatian kesehatan masyarakat global. 

Yuk simak dan kenali lebih dalam apa itu Mpox..
Mari kita waspada dengan selalu  melakukan Perilaku Hidup Bersih dan Sehat (PHBS). 

#jeponsehat&mandiri
#paripurnaberkelanjutan"
439,"Kasus cacar monyet atau monkeypox telah terdeteksi di negara tetangga yakni Singapura, Australia, dan Thailand. Saat ini, Indonesia juga dikabarkan telah memiliki satu kasus suspek cacar monyet baru yang tengah diteliti.

Juru Bicara Kementerian Kesehatan (Kemenkes) RI, dr Mohammad Syahril mengungkapkan bahwa pasien suspek cacar monyet ditemukan di Jawa Tengah (Jateng) dan sedang menjalani perawatan di rumah sakit swasta.

""Seorang laki-laki, 55 tahun. Bukan PPLN (Pelaku Perjalanan Luar Negeri), suspek monkeypox, dan saat ini dirawat isolasi di RS swasta di Jateng untuk perawatan dan pemeriksaan lebih lanjut untuk memastikan cacar monyet atau bukan,"" ujar Syahril pada Health Liputan6.com, Rabu (3/8/2022).

Syahril menjelaskan, pemeriksaan laboratorium dengan metode polymerase chain reaction (PCR) juga akan dilakukan untuk memastikan hal tersebut. Mengingat masih ada kemungkinan bahwa yang berada pada tubuh pasien bukanlah virus cacar monyet.

""Akan dilakukan pemeriksaan lab PCR untuk memastikannya. Bisa saja hanya cacar biasa atau peny lain bukan monkeypox,"" kata Syahril.

Lebih lanjut Syahril mengungkapkan bahwa hasil tes juga masih menunggu dalam beberapa hari kedepan. Ia memastikan bahwa hasil tes akan keluar dalam jangka waktu lima sampai tujuh hari.

""Tunggu saja sekitar lima sampai tujuh hari,"" ujarnya.

Cacar monyet sendiri telah ditetapkan sebagai Darurat Kesehatan Global oleh Organisasi Kesehatan Dunia (WHO). Kasusnya meningkat pesat selama beberapa bulan terakhir pada negara-negara non-endemis seperti Eropa dan Amerika Serikat.

#liputan6sctv #sctvberita #cacarmonyet #monkeypox #wabah #flashnews

Sumber artikel: Liputan6.com
Sumber gambar: pixabay.com by Alexandra_Koch"
6723,"Cacar monyet bisa menyebar dengan cepat. Tapi, memangnya gimana sih cara penyebarannya?
Lakukan beberapa tips berikut agar Anda dan keluarga tetap aman terlindungi!

Jangan lupa jaga daya tahan tubuh agar terhindar dari berbagai macam penyakit yaa Sobat Sehat! Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Komplit 24 jam 💛💚💛💚

#monkeypox #cacarmonyet #mpox #infokesehatan #tipskesehatan #ApotekK24 #K24ApoteknyaIndonesia #SobatSehat #K2430Agustus24 #K24West30Agustus24"
2340,"Sahabat sehat Muji Rahayu .
Belakangan ini merebak informasi mengenai Virus Monkey Pox atau Cacar Monyet, yang mana sudah terinfeksi dibeberapa negara di dunia.. lalu apa saja sih pencegahan yang bisa kita lakukan.. yuk simak..

#rsmujirahayu
#hospitalsurabaya
#monkeypox
#rsmujirahayusurabaya #mujirahayuhospital #rumahsakitmujirahayu"
226,"WASPADA

Kita sekarang nggak kena cacar,
Dan pastinya Kita bukan monyet.

Tapi cacar monyet, perlu mendapat perhatian Kita. Saya, Anda, Dia, Kita Semua, Kita Bersama.

Hal ini juga jadi perhatian pemerintah. Saya sempat berdiskusi dengan Walikota Malang, Drs. H. Sutiaji, @sam.sutiaji

Bila Cacar Monyet atau Monkey Pox datang dan menyerang malang, apa yang perlu Kita lakukan?

Suatu wabah yang sudah mendapat alert dari WHO.

Sing tenang..... 

tetap stabil, jaga diri tidak labil.

Jangan panik, agar tidak mudah terusik.

Kabar teranyar, belum masuk Indonesia 🇲🇨

Namun tentu, Kita tetap perlu waspada.

Edukasi diri, tentang pencegahan yang diperlukan, dan gejala awal yang perlu dikenali.

Tingkatkan perhatian, agar enggak kecolongan 😇😇

Yuk, bersama Kita waspada ya Warga Indonesia, terutama yang tinggal dan beraktifitas di Kota Malang, kota tersayang. #infomalang #cacarmonyet #monkeypox #staysafe #dinkeskotamalang #singtenang  #dokterkulit"
940,"Emangnya bener kalau monkeypox bisa menular melalui kontak mata? Eh eh bukannya kalau kontak mata nanti jatuhnya ke hati? 

Kira-kira #BenerApaBener ya? Yuk cek informasi Serial #MonkeyPox bagian kedua berikut.

Informasi tentang Monkeypox diatas bisa kamu baca selengkapnya di https://www.kkpsoetta.com/download

KKP Kelas I Soekarno Hatta
Salam Sehat.. Sehat Indonesiaku..

#SobatKKPSoetta #MonkeyPox #Transmisi"
